"studyDbId","studyName","studyDescription","trialType","breedingProgramDbId","breedingProgramName","breedingProgramDescription","studyYear","studyDesign","locationDbId","locationName","plantingDate","harvestDate","plotWidth","plotLength","plantsPerPlot","numberBlocks","numberReps","fieldSize","fieldTrialIsPlannedToBeGenotyped","fieldTrialIsPlannedToCross","folderDbId","folderName","folderDescription","managementFactors"
4826,"18pyt88highTCIB","Assessment of Varieties of Cassava for high total carotene, high yield, and disease resistance using Preliminary Yield Trial (88 clones) in Ibadan 2018/2019 Breeding Season advanced from 17seedlingnurseryIB.","Preliminary Yield Trial",162,"IITA","IITA cassava breeding program, Ibadan, Nigeria",2018,"Alpha",3,"Ibadan","2018-August-01",NA,1,4,NA,8,2,0.0704,"no","no",3629,"18_Ibadan",NA," No ManagementFactor: "
4547,"18pyt8pdUB","Assessment of Varieties of Cassava for high yield, disease resistance and pound ability in an Preliminary Yield Trial (08 clones)  in Ubiaja 2018/2019 Breeding Season","Preliminary Yield Trial",162,"IITA","IITA cassava breeding program, Ibadan, Nigeria",2018,"Alpha",5,"Ubiaja",NA,NA,NA,NA,NA,2,2,NA,"no","no",3821,"18_Ubiaja",NA," No ManagementFactor: "
4427,"18uyt10mixedUB","Assessment of Varieties of Cassava for high yield, high dry matter and disease resistance using Uniform Yield Trial (10 clones) in Ubiaja 2018/2019 Breeding Season advanced from 17ncrp16wrtUB and 17ncrp16yrtUB","Uniform Yield Trial",162,"IITA","IITA cassava breeding program, Ibadan, Nigeria",2018,"Alpha",5,"Ubiaja","2018-August-15",NA,6,5.5,NA,3,3,0.1008,"no","no",3821,"18_Ubiaja",NA," No ManagementFactor: "
4428,"18uyt10wrtUB","Assessment of White root varieties of Cassava for high yield, high dry matter and disease resistance using Uniform Yield Trial (10 clones) in Ubiaja 2018/2019 Breeding Season","Uniform Yield Trial",162,"IITA","IITA cassava breeding program, Ibadan, Nigeria",2018,"Alpha",5,"Ubiaja",NA,NA,NA,NA,NA,3,3,NA,"no","no",3821,"18_Ubiaja",NA," No ManagementFactor: "
4549,"18uyt8pdUB","Assessment of Varieties of Cassava for high yield, disease resistance and pound ability in an Uniform Yield Trial (08 clones)  in Ubiaja 2018/2019 Breeding Season advanced from 17ayt16pdIB ","Uniform Yield Trial",162,"IITA","IITA cassava breeding program, Ibadan, Nigeria",2018,"Alpha",5,"Ubiaja","2018-August-15",NA,6,5.5,NA,3,3,0.08064,"no","no",3821,"18_Ubiaja",NA," No ManagementFactor: "
6365,"19.CIAT_Harvestplus.SN.IB","19.CIAT_Harvestplus.SN.IB","Seedling Nursery",162,"IITA","IITA cassava breeding program, Ibadan, Nigeria",2019,"Augmented",3,"Ibadan",NA,NA,NA,NA,NA,1,1,NA,"no","no",5478,"19_Ibadan",NA," No ManagementFactor: "
6343,"19.GS.C1.C2.C3.AYT.42.UB","Genomic selection trial from C1, C2, C3 in an advanced yield trial in Ubiaja for 2019-2020 breeding season selected from 18GS.C1.C2.PYT60AG,18GS.C1.C2.UYT26IK, 18GS.C1.C2.UYT26MK, 18GS.C1.C2.UYT26UB and 18GSC3AYT28AG","Advanced Yield Trial",162,"IITA","IITA cassava breeding program, Ibadan, Nigeria",2019,"RCBD",32,"Ikenne",NA,NA,NA,NA,NA,3,3,NA,"no","no",6000,"19_Ubiaja",NA," No ManagementFactor: "
6331,"19.GS.C4B.PYT.135.IK","Genomic selection cycle 4b Preliminary Yield Trial using 135 accessions in Ikenne for 2018-19 breeding season selected from CET600 SET A from GS C4B ikenne","Preliminary Yield Trial",162,"IITA","IITA cassava breeding program, Ibadan, Nigeria",2019,"Alpha",32,"Ikenne",NA,NA,NA,NA,NA,30,2,NA,"no","no",6227,"19_Ikenne",NA," No ManagementFactor: "
6332,"19.GS.C4B.PYT.135.UB","Genomic selection cycle 4b Preliminary Yield Trial using 135 accessions in Ubiaja for 2018-19 breeding season selected from CET600 SET A from GS C4B ikenne","Preliminary Yield Trial",162,"IITA","IITA cassava breeding program, Ibadan, Nigeria",2019,"Alpha",5,"Ubiaja",NA,NA,NA,NA,NA,30,2,NA,"no","no",6000,"19_Ubiaja",NA," No ManagementFactor: "
6349,"19.GS.C4B.PYT.78.IK","Genomic selection cycle 4b Preliminary Yield Trial using 78 accessions in Ikenne for 2018-19 breeding season selected from CET560 from GS C4B ikenne ","Preliminary Yield Trial",162,"IITA","IITA cassava breeding program, Ibadan, Nigeria",2019,"RCBD",32,"Ikenne",NA,NA,NA,NA,NA,2,2,NA,"no","no",6227,"19_Ikenne",NA," No ManagementFactor: "
6350,"19.GS.C4B.PYT.88.IK","Genomic selection cycle 4b Preliminary Yield Trial using 88 accessions in Ikenne for 2018-19 breeding season selected from CET600 SET B from GS C4B ikenne","Preliminary Yield Trial",162,"IITA","IITA cassava breeding program, Ibadan, Nigeria",2019,"RCBD",32,"Ikenne",NA,NA,NA,NA,NA,2,2,NA,"no","no",6227,"19_Ikenne",NA," No ManagementFactor: "
5919,"19.GS.C4C.SN.IB","19.GS.C4C.SN.IB","genetic_gain_trial",162,"IITA","IITA cassava breeding program, Ibadan, Nigeria",2019,"RCBD",3,"Ibadan",NA,NA,NA,NA,NA,1,1,NA,"no","no",5478,"19_Ibadan",NA," No ManagementFactor: "
6044,"19.Harvestplus.SN.IB","Harvest Plus Seedling Nursery  (from crosses made in Ibadan, Ikenne and Ubiaja) planted on 3 Fields in Ibadan ES15(8 blocks), CS9(7 blocks) and  in CS10(4 blocks)","Seedling Nursery",162,"IITA","IITA cassava breeding program, Ibadan, Nigeria",2019,"Augmented",3,"Ibadan","2019-March-04",NA,NA,NA,NA,19,1,NA,"no","no",5478,"19_Ibadan",NA," No ManagementFactor: "
5114,"19AYT30Kabangwe","Evaluation of PYT selected clones from 2017/18 crop season in Kabangwe, Lusaka.","Advanced Yield Trial",162,"IITA","IITA cassava breeding program, Ibadan, Nigeria",2019,"RCBD",256,"Kabangwe",NA,NA,4,6,NA,3,3,NA,"no","no",5120,"Southern Africa",NA," No ManagementFactor: "
5115,"19AYT30Mansa","Evaluation of PYT selected clones from 2017/18 crop season from Kabangwe, Lusaka","Advanced Yield Trial",162,"IITA","IITA cassava breeding program, Ibadan, Nigeria",2019,"RCBD",257,"Mansa",NA,NA,4,6,NA,3,3,NA,"no","no",5120,"Southern Africa",NA," No ManagementFactor: "
5117,"19CET400Kabangwe","Evaluation of seedlings selected from 2017/18 seedling nursery harvested in Kabangwe, Lusaka, Zambia","Clonal Evaluation",162,"IITA","IITA cassava breeding program, Ibadan, Nigeria",2019,"Augmented",256,"Kabangwe",NA,NA,1,7,NA,1,1,NA,"no","no",5120,"Southern Africa",NA," No ManagementFactor: "
5663,"19CET83Chitala","2019 Clonal Evaluation Trial at Chitala","Clonal Evaluation",162,"IITA","IITA cassava breeding program, Ibadan, Nigeria",2019,"Augmented",142,"Chitala",NA,NA,0.9,5.5,7,3,1,NA,"no","no",5120,"Southern Africa",NA," No ManagementFactor: "
5605,"19CVS12Chitala","2019 Cassava Virus Study at Chitala","health_status_trial",162,"IITA","IITA cassava breeding program, Ibadan, Nigeria",2019,"RCBD",142,"Chitala",NA,NA,4,9,16,3,3,NA,"no","no",5120,"Southern Africa",NA," No ManagementFactor: "
5606,"19CVS12Mkondezi","2019 Cassava Virus Study at Mkondezi","health_status_trial",162,"IITA","IITA cassava breeding program, Ibadan, Nigeria",2019,"RCBD",141,"Mkondezi",NA,NA,4,9,16,3,3,NA,"no","no",5120,"Southern Africa",NA," No ManagementFactor: "
5121,"19HarvTimeKabangwe","Assessment of effect of harvest time on the root quality using high yielding genotypes","storage_trial",162,"IITA","IITA cassava breeding program, Ibadan, Nigeria",2019,"RCBD",256,"Kabangwe",NA,NA,5,6,NA,3,3,NA,"no","no",5120,"Southern Africa",NA," No ManagementFactor: "
6257,"19NCRP12yrtAB","Assessment of Yellow root varieties of Cassava for high yield, high dry matter and disease resistance using NCRP Trial (12 clones) in Abuja 2019/2020 Breeding Season ","Variety Release Trial",162,"IITA","IITA cassava breeding program, Ibadan, Nigeria",2019,"RCBD",35,"Abuja",NA,NA,NA,NA,NA,6,3,NA,"no","no",6258,"19_Abuja",NA," No ManagementFactor: "
6233,"19NCRP12yrtIK","Assessment of Yellow root varieties of Cassava for high yield, high dry matter and disease resistance using NCRP Trial (12 clones) in Ikenne 2019/2020 Breeding Season ","Variety Release Trial",162,"IITA","IITA cassava breeding program, Ibadan, Nigeria",2019,"RCBD",32,"Ikenne",NA,NA,NA,NA,NA,6,3,NA,"no","no",6227,"19_Ikenne",NA," No ManagementFactor: "
6232,"19NCRP12yrtMK","Assessment of Yellow root varieties of Cassava for high yield, high dry matter and disease resistance using NCRP Trial (12 clones) in Mokwa 2019/2020 Breeding Season ","Variety Release Trial",162,"IITA","IITA cassava breeding program, Ibadan, Nigeria",2019,"RCBD",8,"Mokwa",NA,NA,NA,NA,NA,6,3,NA,"no","no",6231,"19_Mokwa",NA," No ManagementFactor: "
6234,"19NCRP12yrtUB","Assessment of Yellow root varieties of Cassava for high yield, high dry matter and disease resistance using NCRP Trial (12 clones) in Ubiaja 2019/2020 Breeding Season ","Variety Release Trial",162,"IITA","IITA cassava breeding program, Ibadan, Nigeria",2019,"RCBD",5,"Ubiaja",NA,NA,NA,NA,NA,6,3,NA,"no","no",6000,"19_Ubiaja",NA," No ManagementFactor: "
6261,"19NCRP12yrtZA","Assessment of Yellow root varieties of Cassava for high yield, high dry matter and disease resistance using NCRP Trial (12 clones) in Zaria 2019/2020 Breeding Season ","Variety Release Trial",162,"IITA","IITA cassava breeding program, Ibadan, Nigeria",2019,"RCBD",6,"Zaria",NA,NA,NA,NA,NA,6,3,NA,"no","no",6260,"19_Zaria",NA," No ManagementFactor: "
5600,"19PYT36Chitala","2019 Preliminary Yield Trial at Chitala","Preliminary Yield Trial",162,"IITA","IITA cassava breeding program, Ibadan, Nigeria",2019,"RCBD",142,"Chitala",NA,NA,0.9,9,16,3,3,NA,"no","no",5120,"Southern Africa",NA," No ManagementFactor: "
5603,"19SN5968Chitala","2019 Seedling Nursery at Chitala","Seedling Nursery",162,"IITA","IITA cassava breeding program, Ibadan, Nigeria",2019,"Augmented",142,"Chitala",NA,NA,0.9,0.45,NA,1,1,NA,"no","no",5120,"Southern Africa",NA," No ManagementFactor: "
5123,"19UYT9Chitala","Assessment of 9 clones advanced from 2017/18 AYT for yield, disease resistance and other traits.",NA,162,"IITA","IITA cassava breeding program, Ibadan, Nigeria",2019,"RCBD",142,"Chitala",NA,NA,4,9,16,4,4,NA,"no","no",5120,"Southern Africa",NA," No ManagementFactor: "
5122,"19UYT9Chitedze","Assessment of 9 clones advanced from 2017/18 AYT trial(s) for yield, disease resistance and other traits","Uniform Yield Trial",162,"IITA","IITA cassava breeding program, Ibadan, Nigeria",2019,"RCBD",143,"Chitedze",NA,NA,4,9,16,4,4,NA,"no","no",5120,"Southern Africa",NA," No ManagementFactor: "
6208,"19ayt20highTCIB","Assessment of Varieties of Cassava for high total carotene, high yield, and disease resistance using Advanced Yield Trial 20 clones) in Ibadan 2019/2020 Breeding Season ","Advanced Yield Trial",162,"IITA","IITA cassava breeding program, Ibadan, Nigeria",2019,"RCBD",3,"Ibadan","2019-May-03",NA,4,5.5,NA,15,3,NA,"no","no",5478,"19_Ibadan",NA," No ManagementFactor: "
6263,"19ayt20highTCMK","Assessment of Varieties of Cassava for high total carotene, high yield, and disease resistance using Advanced Yield Trial 20 clones) in Mokwa 2019-2020 Breeding Season ","Advanced Yield Trial",162,"IITA","IITA cassava breeding program, Ibadan, Nigeria",2019,"RCBD",8,"Mokwa",NA,NA,NA,NA,NA,3,3,NA,"no","no",6231,"19_Mokwa",NA," No ManagementFactor: "
6341,"19flowPGRFeminizationIB","Flowering experiment using PGR Feminizatoion with 3 clones in Ibadan for 2019-2020 breeding season ","phenotyping_trial",162,"IITA","IITA cassava breeding program, Ibadan, Nigeria",2019,"RCBD",3,"Ibadan",NA,NA,NA,NA,40,3,6,NA,"no","no",5478,"19_Ibadan",NA," No ManagementFactor: "
6372,"19flowPGRFreqIB","Flowering experiment using PGR Frequency with TMEB419 in Ibadan for 2019-2020 breeding season ","phenotyping_trial",162,"IITA","IITA cassava breeding program, Ibadan, Nigeria",2019,"RCBD",3,"Ibadan",NA,NA,NA,NA,6,6,6,NA,"no","no",5478,"19_Ibadan",NA," 19flowPGRFreqIB_t5:  19flowPGRFreqIB_t2:  19flowPGRFreqIB_t4:  19flowPGRFreqIB_t3:  19flowPGRFreqIB_t1:  19flowPGRFreqIB_t6: "
6366,"19flowPGRRatioIB","Flowering experiment using PGR Ratio with TMEB419 in Ibadan for 2019-2020 breeding season ","phenotyping_trial",162,"IITA","IITA cassava breeding program, Ibadan, Nigeria",2019,"RCBD",3,"Ibadan",NA,NA,NA,NA,6,6,6,NA,"no","no",5478,"19_Ibadan",NA," 19flowPGRRatioIB_t5:  19flowPGRRatioIB_t3:  19flowPGRRatioIB_t2:  19flowPGRRatioIB_t1:  19flowPGRRatioIB_t4: "
6379,"19flowPGRRtflwrIB","Flowering experiment using PGR Root flower method using 3 clones(180 per genotypes) in ibadan 2019/2020 season ","phenotyping_trial",162,"IITA","IITA cassava breeding program, Ibadan, Nigeria",2019,"RCBD",3,"Ibadan",NA,NA,NA,NA,NA,5,5,NA,"no","no",NA,NA,NA," 19flowPGRRtflwrIB_STS+BA: "
6202,"19flowexpPGR22UB","flowering experiment using PGR treatment on 22 genotypes at Ubiaja in 2019/2020 breeding season","phenotyping_trial",162,"IITA","IITA cassava breeding program, Ibadan, Nigeria",2019,"RCBD",5,"Ubiaja","2019-May-23",NA,NA,NA,5,3,3,NA,"no","no",6000,"19_Ubiaja",NA," No ManagementFactor: "
6204,"19flowexpRedLight22UB","Flowering experiment using red light (5 treatments) in Ubiaja 2019/2020 breeding season","phenotyping_trial",162,"IITA","IITA cassava breeding program, Ibadan, Nigeria",2019,"RCBD",5,"Ubiaja","2019-May-23",NA,NA,NA,NA,4,4,NA,"no","no",6000,"19_Ubiaja",NA," No ManagementFactor: "
6207,"19pyt10highTCIB","Assessment of Varieties of Cassava for high total carotene, high yield, and disease resistance using Preliminary Yield Trial 10 clones) in Ibadan 2019/2020 Breeding Season ","Preliminary Yield Trial",162,"IITA","IITA cassava breeding program, Ibadan, Nigeria",2019,"RCBD",3,"Ibadan","2019-May-10",NA,1,8,NA,2,2,NA,"no","no",5478,"19_Ibadan",NA," No ManagementFactor: "
6209,"19pyt10yrtIB","Assessment of Varieties of Cassava for high total carotene, high yield, and disease resistance using Preliminary Yield Trial 10 clones) in Ibadan 2019/2020 Breeding Season source from 18pyt40highDMIB and 18pyt42highyldIB trails","Preliminary Yield Trial",162,"IITA","IITA cassava breeding program, Ibadan, Nigeria",2019,"RCBD",3,"Ibadan","2019-May-03",NA,1,8,NA,2,2,NA,"no","no",5478,"19_Ibadan",NA," No ManagementFactor: "
5604,"19pyt15yrthighDMIB","Assessment of Varieties of Cassava for high total carotene, high DM, and disease resistance using Preliminary Yield Trial (15 clones) in Ibadan 2019/2020 Breeding Season","Preliminary Yield Trial",162,"IITA","IITA cassava breeding program, Ibadan, Nigeria",2019,"RCBD",3,"Ibadan","2019-March-19",NA,NA,NA,NA,2,2,NA,"no","no",5478,"19_Ibadan",NA," No ManagementFactor: "
5607,"19pyt20pdIB","Assessment of Varieties of Cassava for poundable materials using Premilary Yield Trial (20 clones) in Ibadan 2019/2020 Breeding Season","Preliminary Yield Trial",162,"IITA","IITA cassava breeding program, Ibadan, Nigeria",2019,"RCBD",3,"Ibadan","2019-March-19",NA,4,8,NA,2,2,NA,"no","no",5478,"19_Ibadan",NA," No ManagementFactor: "
4102,"2018_Feminization2","2018_Feminization2","phenotyping_trial",162,"IITA","IITA cassava breeding program, Ibadan, Nigeria",2018,"Alpha",3,"Ibadan",NA,NA,NA,NA,16,1,6,NA,"no","no",3120,"Flowering",NA," No ManagementFactor: "
4009,"2018_Flowering_Apical_dominance","Cassava flower development as a function of reduced apical dominance","phenotyping_trial",162,"IITA","IITA cassava breeding program, Ibadan, Nigeria",2018,"splitplot",3,"Ibadan","2018-June-08",NA,NA,NA,48,1,6,NA,"no","yes",3120,"Flowering",NA," Apical_dominance_NPA:  Apical_dominance_NAA:  Apical_dominance_Control: "
4005,"2018_Flowering_Photosynthate_competition","Cassava flower development as a function of photosynthate competition","phenotyping_trial",162,"IITA","IITA cassava breeding program, Ibadan, Nigeria",2018,"splitplot",3,"Ibadan","2018-June-08",NA,NA,NA,48,1,6,NA,"no","yes",3120,"Flowering",NA," Ps competition_Low_PS:  Ps competition_Control:  Ps competition_High_PS: "
5269,"2019CETRUBONA","Clonal evaluation trial in Rubona, Rwanda (40 clones) in 2019-2020 Breeding Season.","Clonal Evaluation",162,"IITA","IITA cassava breeding program, Ibadan, Nigeria",2019,"Augmented",221,"Rubona",NA,NA,NA,NA,NA,1,1,NA,"no","no",5259,"RAB",NA," No ManagementFactor: "
5261,"2019GXEBUKEMBA","Multi location trial in Bukemba, Burundi(18 clones) in 2019-2020 Breeding Season. ","Uniform Yield Trial",162,"IITA","IITA cassava breeding program, Ibadan, Nigeria",2019,"RCBD",259,"Bukemba",NA,NA,6,7,NA,9,3,NA,"no","no",5259,"RAB",NA," No ManagementFactor: "
5262,"2019GXEMUHANGA","Multi location trial in Muhanga, Rwanda(08 clones) in 2019-2020 Breeding Season. ","Uniform Yield Trial",162,"IITA","IITA cassava breeding program, Ibadan, Nigeria",2019,"RCBD",260,"Muhanga",NA,NA,6,7,NA,3,3,NA,"no","no",5259,"RAB",NA," No ManagementFactor: "
5264,"2019GXENGOMA","Multi location trial in Ngoma, Rwanda(08 clones) in 2019-2020 Breeding Season. ","Uniform Yield Trial",162,"IITA","IITA cassava breeding program, Ibadan, Nigeria",2019,"RCBD",261,"Ngoma",NA,NA,6,7,NA,3,3,NA,"no","no",5259,"RAB",NA," No ManagementFactor: "
5265,"2019GXENYAGATARE","Multilocation trial in Nyagatare, Rwanda(08 clones) in 2019-2020 Breeding Season. ","Uniform Yield Trial",162,"IITA","IITA cassava breeding program, Ibadan, Nigeria",2019,"RCBD",262,"Nyagatare",NA,NA,NA,NA,NA,3,3,NA,"no","no",5259,"RAB",NA," No ManagementFactor: "
5267,"2019GXERUBIRIZI","Multilocation trial in Rubirizi, Rwanda(08 clones) in 2019-2020 Breeding Season. ","Uniform Yield Trial",162,"IITA","IITA cassava breeding program, Ibadan, Nigeria",2019,"RCBD",263,"Rubirizi",NA,NA,1,0.25,NA,3,3,NA,"no","no",5259,"RAB",NA," No ManagementFactor: "
5268,"2019GXERUBONA","Multilocation trial in Rubona, Rwanda(08 clones) in 2019-2020 Breeding Season. ","Uniform Yield Trial",162,"IITA","IITA cassava breeding program, Ibadan, Nigeria",2019,"RCBD",221,"Rubona",NA,NA,NA,NA,NA,3,3,NA,"no","no",5259,"RAB",NA," No ManagementFactor: "
5263,"2019PYT12MUHANGA","Preliminary yield trial in Muhanga, Rwanda(12 clones) in 2019-2020 Breeding Season. ","Preliminary Yield Trial",162,"IITA","IITA cassava breeding program, Ibadan, Nigeria",2019,"RCBD",260,"Muhanga",NA,NA,5,6,NA,2,2,NA,"no","no",5259,"RAB",NA," No ManagementFactor: "
5266,"2019PYT12RUBIRIZI","Preliminary yield trial in Rubirizi, Rwanda(12 clones) in 2019-2020 Breeding Season. ","Preliminary Yield Trial",162,"IITA","IITA cassava breeding program, Ibadan, Nigeria",2019,"RCBD",263,"Rubirizi",NA,NA,NA,NA,NA,2,2,NA,"no","no",5259,"RAB",NA," No ManagementFactor: "
4514,"96uyt20MKSelJS","Assessment of Varieties of diploid Cassava for high yield and disease resistance using Uniform Yield Trial (20 clones) Mokwa Selection in JOS 1996/1997 Breeding Season","Uniform Yield Trial",162,"IITA","IITA cassava breeding program, Ibadan, Nigeria",2018,"RCBD",4,"Jos","1996-June-05","1997-August-13",NA,NA,NA,4,4,NA,"no","no",4496,"96_Jos",NA," No ManagementFactor: "
4832,"CASS_4Geno_Monit_2017","testing GPS data ","phenotyping_trial",162,"IITA","IITA cassava breeding program, Ibadan, Nigeria",2018,"RCBD",3,"Ibadan",NA,NA,NA,NA,20,51,3,NA,"no","no",3629,"18_Ibadan",NA," No ManagementFactor: "
5800,"Hawaii_IITA_seed_2019","test","phenotyping_trial",162,"IITA","IITA cassava breeding program, Ibadan, Nigeria",2019,"RCBD",3,"Ibadan",NA,NA,NA,NA,NA,68,1,NA,"no","no",5478,"19_Ibadan",NA," No ManagementFactor: "
5820,"Hawaii_seed_Asia_2019","Hawaii_seed_Asia","phenotyping_trial",162,"IITA","IITA cassava breeding program, Ibadan, Nigeria",2019,"RCBD",3,"Ibadan",NA,NA,NA,NA,NA,40,1,NA,"no","no",5478,"19_Ibadan",NA," No ManagementFactor: "
5821,"Hawaii_seed_CIAT_2019","﻿Hawaii_seed_CIAT_2019",NA,162,"IITA","IITA cassava breeding program, Ibadan, Nigeria",2019,"RCBD",3,"Ibadan",NA,NA,NA,NA,NA,25,1,NA,"no","no",5478,"19_Ibadan",NA," No ManagementFactor: "
4028,"Root-Flower_Dev","Studying the relationship between cassava root and flower development","phenotyping_trial",162,"IITA","IITA cassava breeding program, Ibadan, Nigeria",2018,"splitplot",3,"Ibadan","2018-June-14",NA,NA,NA,36,1,6,NA,"no","no",3120,"Flowering",NA," Root-Flower_Dev_BA:  Root-Flower_Dev_No BA: "
4617,"flowering gene expression","plants for gene expression on flowering related treatments",NA,162,"IITA","IITA cassava breeding program, Ibadan, Nigeria",2018,"splitplot",3,"Ibadan",NA,NA,NA,NA,8,1,15,NA,"no","no",3120,"Flowering",NA," flowering gene expression_Control:  flowering gene expression_STS spray + BA petiole:  flowering gene expression_BA petiole:  flowering gene expression_STS + BA petiole:  flowering gene expression_Pruned:  flowering gene expression_STS+BA+BA+pruned:  flowering gene expression_BA spray:  flowering gene expression_STS petiole: "
4557,"17pyt18pdIK","Assessment of Varieties of Cassava for poundability in Preliminary Yield Trial (18 clones)  in ikenne 2017/2018 Breeding Season from 2016seedling nursery ikenne","Preliminary Yield Trial",162,"IITA","IITA cassava breeding program, Ibadan, Nigeria",2018,"RCBD",32,"Ikenne","2017-August-30","2018-August-30",1,8,NA,2,2,0.0288,"no","no",3094,"17_Ikenne",NA," No ManagementFactor: "
4370,"18.C3B.PYT.45.IB","Genomic selection cycle 3 Preliminary  Yield Trial using 45 accessions in Ibadan for 2018-19 breeding season","Preliminary Yield Trial",162,"IITA","IITA cassava breeding program, Ibadan, Nigeria",2018,"Alpha",3,"Ibadan","2018-February-08","2019-February-08",2.5,2,NA,2,2,0.09,"no","no",3629,"18_Ibadan",NA," No ManagementFactor: "
4303,"18.CASS.PYT.52.IB","Assessment of Diverse collection for cassava sink source Varieties of Cassava for high yield, disease resistance in an Preliminary Yield Trial (52 clones) in Ibadan 2018/2019 Breeding Season","Preliminary Yield Trial",162,"IITA","IITA cassava breeding program, Ibadan, Nigeria",2018,"Augmented",3,"Ibadan","2018-July-05","2019-July-05",2,2.5,8,2,2,0.09,"no","no",3629,"18_Ibadan",NA," No ManagementFactor: "
4305,"18.CMSSurveyVarieties.AYT33.IB","CMS survey popular variety characterization experiment using 33 clones in Breeding season 2018-19 at Ibadan","Advanced Yield Trial",162,"IITA","IITA cassava breeding program, Ibadan, Nigeria",2018,"Alpha",3,"Ibadan","2018-April-25","2019-April-25",4,4,NA,3,3,0.198,"no","no",3629,"18_Ibadan",NA," No ManagementFactor: "
5095,"18.CMSSurveyVarieties.AYT33.IK","CMS survey popular variety characterization experiment using 33 clones in Breeding season 2018-19 at Ikenne ","Advanced Yield Trial",162,"IITA","IITA cassava breeding program, Ibadan, Nigeria",2018,"Alpha",32,"Ikenne","2018-October-19","2019-October-24",4,4,NA,3,3,0.198,"no","no",4194,"18_Ikenne",NA," No ManagementFactor: "
7007,"18.GS.C1.AYT.12.KG","Genomic Selection C1 Advanced Yield Trial (12 clones) evaluated in Kogi 2018/2019 Breeding Season ","Advanced Yield Trial",162,"IITA","IITA cassava breeding program, Ibadan, Nigeria",2018,"RCBD",307,"Kogi","2018-June-30","2019-June-30",4,4,NA,3,3,0.0384,"no","no",7006,"18_Kogi",NA," No ManagementFactor: "
7005,"18.GS.C1.C2.PYT.24.KG","Genomic Selection C2 Preliminary Yield Trial (24 clones) evaluated in Kogi 2018/2019 Breeding Season ","Preliminary Yield Trial",162,"IITA","IITA cassava breeding program, Ibadan, Nigeria",2018,"RCBD",307,"Kogi","2018-May-26","2019-May-26",4,3.5,NA,6,2,0.096,"no","no",7006,"18_Kogi",NA," No ManagementFactor: "
4330,"18.GS.C1.C2.PYT.60.AG","Preliminary yield trial using 60 accessions in Ago-Owu for 2018-19 breeding season selected from 17.GS.C3.CET149.UBJ","Preliminary Yield Trial",162,"IITA","IITA cassava breeding program, Ibadan, Nigeria",2018,"Alpha",196,"Ago-Owu","2018-June-21","2019-June-21",2,4,NA,2,2,0.096,"no","no",3819,"18_Ago-Owu",NA," No ManagementFactor: "
4347,"18.GS.C1.C2.UYT.26.IK","Uniform Yield Trial using 26 accessions in Ikenne for 2018-19 breeding season selected from 2017.GS.C3.AYT'S
17.GS.C0.C1.AYT.20.setA
17.GS.C0.C1.AYT.20.setB
17.GS.C0.C1.AYT.25.IB
17.GS.C1.C2.AYT28","Uniform Yield Trial",162,"IITA","IITA cassava breeding program, Ibadan, Nigeria",2018,"Alpha",32,"Ikenne","2018-June-20","2019-June-20",5.5,6,NA,12,3,0.26208,"no","no",4194,"18_Ikenne",NA," No ManagementFactor: "
4369,"18.GS.C1.C2.UYT.26.MK","Uniform Yield Trial using 26 accessions in Mokwa for 2018-19 breeding season selected from 2017.GS.C3.AYT'S","Uniform Yield Trial",162,"IITA","IITA cassava breeding program, Ibadan, Nigeria",2018,"Alpha",8,"Mokwa","2018-June-14","2006-January-17",6,5.5,NA,6,3,0.3276,"no","no",4101,"18_Mokwa",NA," No ManagementFactor: "
4342,"18.GS.C1.C2.UYT.26.UB","Uniform Yield Trial using 26 accessions in Ubiaja for 2018-19 breeding season selected from 2017.GS.C3.AYT'S",NA,162,"IITA","IITA cassava breeding program, Ibadan, Nigeria",2018,"Alpha",5,"Ubiaja","2018-June-16","2019-June-20",6,5.5,NA,6,3,0.3276,"no","no",3821,"18_Ubiaja",NA," No ManagementFactor: "
4372,"18.GS.C1.C3.PYT.21.Selgain.IB","Preliminary yield trial using 21 accessions in Ibadan for 2018-19 breeding season","Preliminary Yield Trial",162,"IITA","IITA cassava breeding program, Ibadan, Nigeria",2018,"Alpha",3,"Ibadan","2018-June-07","2019-June-07",2,4,NA,2,2,0.084,"no","no",3629,"18_Ibadan",NA," No ManagementFactor: "
4331,"18.GS.C2.UYT.36.setA.AG","Genomic selection cycle 2 Uniform Yield Trial Set A using 36 accessions in Ago-Owu for 2018-19 breeding season selected from 2016-2017.GS.C2.AYT'S","Uniform Yield Trial",162,"IITA","IITA cassava breeding program, Ibadan, Nigeria",2018,"Alpha",196,"Ago-Owu","2018-June-22","2019-June-22",6,5.5,NA,3,3,0.36288,"no","no",3819,"18_Ago-Owu",NA," No ManagementFactor: "
4332,"18.GS.C2.UYT.36.setB.AG","Genomic selection cycle 2 Uniform Yield Trial Set B using 36 accessions in Ago-Owu for 2018-19 breeding season selected from 2016-2017.GS.C2.AYT'S","Uniform Yield Trial",162,"IITA","IITA cassava breeding program, Ibadan, Nigeria",2018,"Alpha",196,"Ago-Owu","2018-June-23","2019-June-23",6,5.5,NA,3,3,0.36288,"no","no",3819,"18_Ago-Owu",NA," No ManagementFactor: "
